Date	AAPL	BA	T	MGM	AMZN	IBM	TSLA	GOOG	sp500
3/11/2014	76.584282	125.669998	32.23	27.049999	368.820007	186.759995	234.410004	597.754456	1867.630005
3/12/2014	76.658569	124.43	32.380001	26.950001	370.640015	186.220001	241.490005	601.395813	1868.199951
3/13/2014	75.807144	121.889999	32.349998	26.5	371.51001	183.899994	237.789993	592.309875	1846.339966
3/14/2014	74.955711	123.110001	32.490002	26.27	373.73999	182.210007	230.970001	584.210266	1841.130005
3/17/2014	75.248573	125.419998	32.889999	26.610001	375.040009	185.809998	233.979996	593.824219	1858.829956
3/18/2014	75.914284	124.040001	32.98	26.790001	378.769989	186.809998	240.039993	603.368408	1872.25
3/19/2014	75.894287	122.239998	32.959999	26.58	373.230011	184.710007	235.839996	597.385864	1860.77002
3/20/2014	75.528572	123.730003	34.09	26.379999	368.970001	187.899994	234.910004	596.344727	1872.01001
3/21/2014	76.124283	122.580002	34.299999	26.18	360.619995	186.669998	228.889999	589.311096	1866.52002
3/24/2014	77.027145	123.419998	34.459999	25.85	351.850006	188.25	220.169998	576.802979	1857.439941
3/25/2014	77.855713	124.019997	34.720001	25.610001	354.709991	195.039993	220.440002	577.196533	1865.619995
3/26/2014	77.111427	123.529999	34.610001	24.969999	343.410004	192.619995	212.960007	563.87146	1852.560059
3/27/2014	76.779999	123.209999	34.959999	24.9	338.470001	189.830002	207.320007	556.930969	1849.040039
3/28/2014	76.694283	124.459999	35.07	24.879999	338.290009	190.449997	212.369995	558.456787	1857.619995
3/31/2014	76.677139	125.489998	35.07	25.860001	336.369995	192.490005	208.449997	555.445007	1872.339966
4/1/2014	77.378571	128.210007	35.09	26.530001	342.98999	194.5	216.970001	565.607117	1885.52002
4/2/2014	77.507141	128.309998	35.369999	26.700001	341.959991	193.550003	230.289993	565.447571	1890.900024
4/3/2014	76.970001	128.779999	35.630001	26.25	333.619995	192.690002	225.399994	568.180054	1888.77002
4/4/2014	75.974289	127.379997	35.549999	25.43	323	191.770004	212.229996	541.652893	1865.089966
4/7/2014	74.781425	125.589996	35.490002	23.92	317.76001	194.520004	207.520004	536.676575	1845.040039
4/8/2014	74.777145	124.150002	35.27	24.459999	327.070007	193.289993	215.460007	553.380676	1851.959961
4/9/2014	75.760002	126.879997	34.919998	24.860001	331.809998	196.639999	216.929993	562.595398	1872.180054
4/10/2014	74.78286	123.639999	35.119999	24.08	317.109985	195.679993	204.190002	539.468872	1833.079956
4/11/2014	74.230003	122.07	35.200001	23.91	311.730011	195.190002	203.779999	529.147217	1815.689941
4/14/2014	74.525711	123.25	35.360001	23.68	315.910004	197.770004	198.089996	531.061951	1830.609985
4/15/2014	73.994286	124.269997	35.68	23.459999	316.079987	197.020004	193.910004	534.971252	1842.97998
4/16/2014	74.144287	126.040001	36.099998	24.219999	323.679993	196.399994	199.110001	555.016174	1862.310059
4/17/2014	74.991432	127.919998	36.040001	23.959999	324.910004	190.009995	198.119995	534.632141	1864.849976
4/21/2014	75.881432	127.82	36.060001	23.879999	330.869995	192.270004	204.380005	527.172668	1871.890015
4/22/2014	75.957146	127.550003	36.290001	24.969999	329.320007	192.149994	218.639999	533.345703	1879.550049
4/23/2014	74.964287	130.630005	34.919998	24.190001	324.579987	191.729996	207.990005	525.497253	1875.390015
4/24/2014	81.110001	129.860001	34.5	24.549999	337.149994	190.220001	207.860001	523.722107	1878.609985
4/25/2014	81.705711	128.660004	34.490002	23.66	303.829987	189.630005	199.850006	514.766724	1863.400024
4/28/2014	84.870003	127.040001	35.080002	23.02	296.579987	193.139999	198.509995	515.73407	1869.430054
4/29/2014	84.618568	128.369995	35.419998	24.98	300.380005	195.110001	206.919998	526.255188	1878.329956
4/30/2014	84.298569	129.020004	35.700001	25.23	304.130005	196.470001	207.889999	525.218018	1883.949951
5/1/2014	84.497147	128.460007	35.580002	25.389999	307.890015	193.529999	207.729996	529.895203	1883.680054
5/2/2014	84.654289	129.940002	35.630001	26.49	308.01001	191.440002	210.910004	526.484558	1881.140015
5/5/2014	85.851425	131.960007	35.759998	26.190001	310.049988	191.259995	216.610001	526.364868	1884.660034
5/6/2014	84.915718	130.830002	35.490002	25.68	297.380005	190.029999	207.279999	513.729553	1867.719971
5/7/2014	84.618568	130.350006	35.759998	25.15	292.709991	189.300003	201.350006	508.563751	1878.209961
5/8/2014	83.998573	130.570007	36.400002	24.32	288.320007	188.910004	178.589996	509.600891	1875.630005
5/9/2014	83.648575	131.100006	36.439999	24.34	292.23999	190.080002	182.259995	517.309753	1878.47998
5/12/2014	84.690002	132.600006	36.57	24.59	302.859985	192.570007	184.669998	528.469116	1896.650024
5/13/2014	84.822861	133.449997	36.200001	24.68	304.640015	192.190002	190.160004	531.630432	1897.449951
5/14/2014	84.83857	132.990005	36.389999	24.209999	297.619995	188.720001	190.619995	525.208069	1888.530029
5/15/2014	84.117142	131.210007	36.52	24.209999	295.190002	186.460007	188.589996	518.556274	1870.849976
5/16/2014	85.358574	130.809998	36.740002	23.9	297.700012	187.059998	191.559998	519.204529	1877.859985
5/19/2014	86.370003	131.350006	36.380001	24.16	296.76001	187	196.089996	527.411987	1885.079956
5/20/2014	86.387146	129.580002	35.5	23.84	301.190002	184.889999	195.300003	528.319519	1872.829956
5/21/2014	86.615715	130.960007	35.27	24.190001	305.01001	186.389999	199.449997	537.464417	1888.030029
5/22/2014	86.752853	131.839996	35.380001	24.780001	304.910004	185.679993	204.880005	543.567627	1892.48999
5/23/2014	87.732857	132.410004	35.32	25.07	312.23999	185.940002	207.300003	551.186707	1900.530029
5/27/2014	89.375717	134.169998	35.209999	25.620001	310.820007	184.779999	211.559998	564.400452	1911.910034
5/28/2014	89.144287	134.330002	35.34	25.709999	310.160004	183.080002	210.240005	560.142151	1909.780029
5/29/2014	90.76857	135.139999	35.389999	26	313.779999	183.759995	210.240005	558.546509	1920.030029
5/30/2014	90.428574	135.25	35.470001	25.75	312.549988	184.360001	207.770004	558.357056	1923.569946
6/2/2014	89.807144	135.899994	35.439999	26.129999	308.839996	185.690002	204.699997	552.41333	1924.969971
6/3/2014	91.077141	135.880005	35.200001	25.379999	307.190002	184.369995	204.940002	543.447937	1924.23999
6/4/2014	92.117142	135.330002	35.049999	25.690001	306.779999	184.509995	203.990005	543.168701	1927.880005
6/5/2014	92.478569	136.820007	35.099998	25.440001	323.570007	185.979996	206.899994	552.383423	1940.459961
6/6/2014	92.224289	138.25	35.02	25.139999	329.670013	186.369995	208.169998	554.806763	1949.439941
6/9/2014	93.699997	137.960007	35.009998	24.530001	327.5	186.220001	205.309998	560.580933	1951.27002
6/10/2014	94.25	137.25	34.939999	24.52	332.410004	184.289993	202.300003	559.015198	1950.790039
6/11/2014	93.860001	134.100006	34.810001	24.9	335.200012	182.25	204.470001	557.309875	1943.890015
6/12/2014	92.290001	132.190002	34.830002	24.440001	325.910004	181.220001	203.520004	549.840393	1930.109985
6/13/2014	91.279999	132.289993	35.029999	24.9	326.269989	182.559998	206.419998	550.249268	1936.160034
6/16/2014	92.199997	132.539993	34.98	24.809999	327.619995	182.350006	224.610001	542.789795	1937.780029
6/17/2014	92.080002	132.449997	35.02	24.790001	325.619995	182.259995	231.669998	541.523254	1941.98999
6/18/2014	92.18	132.479996	35.200001	25.110001	334.380005	183.600006	227.119995	551.854858	1956.97998
6/19/2014	91.860001	132.820007	35.360001	25.139999	327	182.820007	227.789993	553.380676	1959.47998
6/20/2014	90.910004	132.100006	35.389999	25.4	324.200012	181.550003	229.589996	554.83667	1962.869995
6/23/2014	90.830002	130.850006	35.389999	25.639999	327.23999	182.139999	237.220001	563.403198	1962.609985
6/24/2014	90.279999	129.149994	35.290001	25.66	324.160004	180.880005	232.5	563.074097	1949.97998
6/25/2014	90.360001	127.059998	35.259998	25.91	327.440002	180.720001	236.889999	577.065674	1959.530029
6/26/2014	90.900002	128.020004	35.259998	26.719999	325.690002	180.369995	235.600006	574.422913	1957.219971
6/27/2014	91.980003	128.539993	35.41	26.41	324.570007	181.710007	239.059998	575.659546	1960.959961
6/30/2014	92.93	127.230003	35.360001	26.4	324.779999	181.270004	240.059998	573.704895	1960.22998
7/1/2014	93.519997	128.149994	35.48	26.6	332.390015	186.350006	239.720001	581.074646	1973.319946
7/2/2014	93.480003	127.620003	35.669998	26.92	332.850006	188.389999	229.429993	580.740601	1974.619995
7/3/2014	94.029999	128.509995	35.84	26.84	337.48999	188.529999	229.25	583.129028	1985.439941
7/7/2014	95.970001	129.089996	36.02	26.610001	333.549988	188.039993	222.660004	580.655823	1977.650024
7/8/2014	95.349998	126.790001	35.560001	25.780001	323.809998	187.220001	219.070007	569.526367	1963.709961
7/9/2014	95.389999	126.790001	35.650002	26	329.970001	188.419998	223.059998	574.502686	1972.829956
7/10/2014	95.040001	126.790001	35.700001	25.719999	327.920013	187.699997	219.460007	569.536316	1964.680054
7/11/2014	95.220001	128.089996	35.759998	25.549999	346.200012	188	218.130005	577.594238	1967.569946
7/14/2014	96.449997	129.520004	35.860001	25.68	355.320007	189.860001	226.699997	583.268616	1977.099976
7/15/2014	95.32	129.100006	36.240002	25.49	354.440002	188.490005	219.580002	583.178894	1973.280029
7/16/2014	94.779999	127.419998	36.450001	25.559999	355.899994	192.360001	217.160004	581.064697	1981.569946
7/17/2014	93.089996	125.879997	36.029999	25.299999	352.450012	192.490005	215.399994	572.159119	1958.119995
7/18/2014	94.43	127.639999	36.169998	25.52	358.660004	192.5	220.020004	593.450684	1978.219971
7/21/2014	93.940002	128.300003	35.959999	25.450001	359.76001	190.850006	220.539993	587.856018	1973.630005
7/22/2014	94.720001	129.740005	35.939999	26.17	360.839996	194.089996	219.580002	593.111633	1983.530029
7/23/2014	97.190002	126.709999	35.880001	26.280001	358.140015	193.630005	222.490005	594.348206	1987.01001
7/24/2014	97.029999	124.400002	35.5	25.98	358.609985	195.240005	223.539993	591.725403	1987.97998
7/25/2014	97.669998	123.199997	35.540001	26.389999	324.01001	194.399994	223.570007	587.407288	1978.339966
7/28/2014	99.019997	123.059998	35.650002	26.82	320.410004	195.779999	224.820007	588.982971	1978.910034
7/29/2014	98.379997	122.32	36.59	27	320	194.570007	225.009995	584.006592	1969.949951
7/30/2014	98.150002	122.290001	36.360001	27.35	322.51001	194	228.919998	585.811646	1970.069946
7/31/2014	95.599998	120.480003	35.59	26.84	312.98999	191.669998	223.300003	570.034973	1930.670044
8/1/2014	96.129997	120.379997	35.330002	26.26	307.059998	189.149994	233.270004	564.520081	1925.150024
8/4/2014	95.589996	119.93	35.459999	26.450001	313.649994	189.639999	238.520004	571.58075	1938.98999
8/5/2014	95.120003	121.269997	35.110001	25.879999	312.320007	187.100006	238.490005	563.522827	1920.209961
8/6/2014	94.959999	118.339996	34.619999	25.139999	313.890015	185.970001	248.929993	564.823303	1920.23999
8/7/2014	94.480003	119.839996	34.209999	24.469999	311.450012	184.300003	252.389999	561.817505	1909.569946
8/8/2014	94.739998	120.629997	34.470001	24.73	316.799988	186.630005	248.130005	567.212708	1931.589966
8/11/2014	95.989998	120.800003	34.470001	24.809999	318.329987	187.470001	259.320007	566.325134	1936.920044
8/12/2014	95.970001	120.470001	34.639999	24.809999	319.320007	187.339996	259.959991	561.18927	1933.75
8/13/2014	97.239998	121.980003	34.689999	24.950001	326.279999	187.949997	260.309998	573.206238	1946.719971
8/14/2014	97.5	124.110001	34.91	25.139999	333.209991	187.880005	261.380005	573.076599	1955.180054
8/15/2014	97.980003	123.160004	34.740002	25.040001	333.630005	187.380005	262.01001	571.909851	1955.060059
8/18/2014	99.160004	124.980003	34.650002	25.15	334.529999	189.360001	259.940002	580.56604	1971.73999
8/19/2014	100.529999	125.580002	34.48	25.110001	335.130005	190.070007	256.76001	585.253174	1981.599976
8/20/2014	100.57	127.349998	34.529999	25.209999	335.779999	190.100006	255.710007	582.889648	1986.51001
8/21/2014	100.580002	127.5	34.639999	25.1	332.910004	191.229996	254.339996	581.772766	1992.369995
8/22/2014	101.32	127.459999	34.5	25.08	331.589996	190.410004	256.779999	580.964966	1988.400024
8/25/2014	101.540001	128.330002	34.509998	24.889999	334.019989	191.160004	262.549988	578.61145	1997.920044
8/26/2014	100.889999	128.600006	34.5	24.870001	341.829987	192.990005	261.73999	576.277832	2000.02002
8/27/2014	102.129997	128.199997	34.75	24.629999	343.179993	192.25	263.25	569.436584	2000.119995
8/28/2014	102.25	127.110001	34.740002	24.860001	340.019989	192	263.859985	567.641541	1996.73999
8/29/2014	102.5	126.800003	34.959999	24.469999	339.040009	192.300003	269.700012	570.034973	2003.369995
9/2/2014	103.300003	125.480003	34.84	23.83	342.380005	191.559998	284.119995	575.749268	2002.280029
9/3/2014	98.940002	125.940002	34.970001	23.93	339	191.949997	281.190002	576.357605	2000.719971
9/4/2014	98.120003	125.459999	34.939999	24.129999	345.950012	190.679993	286.040009	580.386536	1997.650024
9/5/2014	98.970001	124.690002	35.150002	24.18	346.380005	191.199997	277.390015	584.475342	2007.709961
9/8/2014	98.360001	127.980003	35.009998	24.200001	342.339996	190.139999	282.109985	588.105347	2001.540039
9/9/2014	97.989998	128.210007	34.66	24.290001	329.75	189.990005	278.480011	579.419189	1988.439941
9/10/2014	101	128.220001	34.700001	24.18	331.329987	191.539993	281.100006	581.503479	1995.689941
9/11/2014	101.43	127.639999	34.849998	24.24	330.519989	191.720001	280.309998	579.758301	1997.449951
9/12/2014	101.660004	126.949997	34.5	23.77	331.190002	191.279999	279.200012	574.043945	1985.540039
9/15/2014	101.629997	126.309998	34.689999	23.209999	323.890015	191.809998	253.860001	571.530884	1984.130005
9/16/2014	100.860001	127.32	34.950001	22.82	327.76001	192.960007	260.73999	578.362122	1998.97998
9/17/2014	101.580002	127.760002	35.02	22.84	324	192.800003	261.380005	583.168884	2001.569946
9/18/2014	101.790001	128.580002	35.16	23.389999	325	193.75	263.820007	587.656616	2011.359985
9/19/2014	100.959999	129.350006	35.470001	23.120001	331.320007	194	259.320007	594.447937	2010.400024
9/22/2014	101.059998	128.610001	35.5	22.51	324.5	193.110001	250.029999	585.76178	1994.290039
9/23/2014	102.639999	127.379997	35.259998	22.75	323.630005	191.619995	250.410004	579.538879	1982.77002
9/24/2014	101.75	128.580002	35.400002	22.809999	328.209991	192.309998	252.139999	586.380066	1998.300049
9/25/2014	97.870003	127.139999	35.080002	22.389999	321.929993	189.009995	246.949997	573.485474	1965.98999
9/26/2014	100.75	128.690002	35.279999	22.59	323.209991	190.059998	246.600006	575.519897	1982.849976
9/29/2014	100.110001	128.770004	35.23	22.16	321.820007	189.639999	245.259995	574.781921	1977.800049
9/30/2014	100.75	127.379997	35.240002	22.780001	322.440002	189.830002	242.679993	575.779175	1972.290039
10/1/2014	99.18	124.669998	34.959999	22.110001	317.459991	187.169998	240.240005	566.714111	1946.160034
10/2/2014	99.900002	124.169998	34.970001	22	318.410004	186.910004	251.419998	568.519104	1946.170044
10/3/2014	99.620003	126.360001	35.360001	22.129999	322.73999	188.669998	255.210007	573.704895	1967.900024
10/6/2014	99.620003	126.260002	35.490002	22.18	322.200012	189.039993	260.619995	575.769226	1964.819946
10/7/2014	98.75	123.32	35.330002	21.799999	316.980011	185.710007	259.570007	562.196472	1935.099976
10/8/2014	100.800003	124.980003	35.150002	21.969999	322.700012	189.360001	259.279999	570.932495	1968.890015
10/9/2014	101.019997	122.760002	34.66	21.389999	315.369995	186.419998	257.01001	559.344299	1928.209961
10/10/2014	100.730003	121.5	34.25	20.76	311.390015	185.929993	236.910004	542.999207	1906.130005
10/13/2014	99.809998	120.449997	33.82	20.27	306.450012	183.520004	224.589996	531.750061	1874.73999
10/14/2014	98.75	122.290001	33.84	20.620001	308.309998	183.800003	227.059998	536.467102	1877.699951
10/15/2014	97.540001	120.190002	33.869999	20.4	305.970001	181.75	229.699997	528.578796	1862.48999
10/16/2014	96.260002	120.290001	33.639999	21.389999	302.859985	179.839996	226.350006	523.073914	1862.76001
10/17/2014	97.669998	123.239998	34.080002	21.709999	303.640015	182.050003	227.479996	509.770416	1886.76001
10/20/2014	99.760002	124.309998	34.279999	21.700001	306.209991	169.100006	230.470001	519.41394	1904.01001
10/21/2014	102.470001	127.120003	34.619999	22.450001	315.329987	163.229996	235.339996	525.098328	1941.280029
10/22/2014	102.989998	121.449997	34.5	22.120001	312.970001	161.789993	231.100006	531.251465	1927.109985
10/23/2014	104.830002	122.029999	33.66	22.360001	313.179993	162.179993	235.289993	542.490601	1950.819946
10/24/2014	105.220001	122.239998	33.869999	22.58	287.059998	162.080002	235.240005	538.302063	1964.579956
10/27/2014	105.110001	122.120003	34.110001	22.67	289.970001	161.869995	221.669998	539.289368	1961.630005
10/28/2014	106.739998	123.610001	34.330002	22.91	295.589996	163.600006	242.770004	547.397095	1985.050049
10/29/2014	107.339996	123.080002	34.400002	22.889999	294.119995	163.460007	238.100006	547.825928	1982.300049
10/30/2014	106.980003	123.82	34.509998	22.98	299.070007	164.350006	238.660004	548.803284	1994.650024
10/31/2014	108	124.910004	34.84	23.25	305.459991	164.399994	241.699997	557.549255	2018.050049
11/3/2014	109.400002	126.029999	34.84	23.02	305.720001	164.360001	242.589996	553.699829	2017.810059
11/4/2014	108.599998	125.839996	34.790001	22.33	302.809998	162.649994	238.929993	552.592834	2012.099976
11/5/2014	108.860001	124.220001	34.919998	21.719999	296.519989	161.820007	230.970001	544.425293	2023.569946
11/6/2014	108.699997	124.580002	34.720001	21.870001	296.640015	161.460007	241.220001	540.555908	2031.209961
11/7/2014	109.010002	124.449997	34.91	21.940001	299.859985	162.070007	240.199997	539.528748	2031.920044
11/10/2014	108.830002	124.639999	35.119999	22.139999	305.109985	163.490005	241.929993	545.990967	2038.26001
11/11/2014	109.699997	125.360001	35.099998	22.559999	312.01001	163.300003	251.080002	548.783325	2039.680054
11/12/2014	111.25	125.870003	35.400002	22.540001	311.51001	161.919998	249.100006	545.811462	2038.25
11/13/2014	112.82	128.529999	35.610001	22.65	316.480011	162.789993	251.699997	543.88678	2039.329956
11/14/2014	114.18	128.860001	35.900002	22.719999	327.820007	164.160004	258.679993	542.909424	2039.819946
11/17/2014	113.989998	128.419998	35.849998	22.42	323.049988	164.160004	253.979996	535.041016	2041.319946
11/18/2014	115.470001	130.660004	35.720001	22.389999	324.929993	161.889999	257.700012	533.565125	2051.800049
11/19/2014	114.669998	131.610001	35.369999	22.190001	326.540009	161.429993	247.740005	535.519714	2048.719971
11/20/2014	116.309998	131.699997	35.279999	22.190001	330.540009	160.639999	248.710007	533.365662	2052.75
11/21/2014	116.470001	132.779999	35.279999	22.719999	332.630005	160.919998	242.779999	536.02832	2063.5
11/24/2014	118.629997	134.610001	34.700001	22.85	335.640015	162.149994	246.720001	537.793518	2069.409912
11/25/2014	117.599998	134.809998	34.82	22.809999	335.040009	161.759995	248.089996	539.598511	2067.030029
11/26/2014	119	134.779999	35.130001	22.82	333.570007	161.949997	248.440002	538.890503	2072.830078
11/28/2014	118.93	134.360001	35.380001	22.809999	338.640015	162.169998	244.520004	540.346497	2067.560059
12/1/2014	115.07	132.389999	35.060001	22.27	326	161.539993	231.639999	532.33844	2053.439941
12/2/2014	114.629997	132.279999	34.290001	22.17	326.309998	162.669998	231.429993	532.288574	2066.550049
12/3/2014	115.93	131.970001	34	22.129999	316.5	164.520004	229.300003	529.865234	2074.330078
12/4/2014	115.489998	131.320007	33.91	21.969999	316.929993	164.050003	228.279999	535.838867	2071.919922
12/5/2014	115	132.210007	33.939999	21.91	312.630005	163.270004	223.710007	523.821838	2075.370117
12/8/2014	112.400002	130.279999	33.880001	21.65	306.640015	161.860001	214.360001	525.537109	2060.310059
12/9/2014	114.120003	129.660004	32.889999	21.51	312.5	162.990005	216.889999	531.909668	2059.820068
12/10/2014	111.949997	124.639999	32.490002	20.719999	305.839996	160.509995	209.839996	524.619629	2026.140015
12/11/2014	111.620003	123.370003	32.709999	20.540001	307.359985	161.070007	208.880005	526.893433	2035.329956
12/12/2014	109.730003	120.769997	32.16	20.18	307.320007	155.380005	207	517.239929	2002.329956
12/15/2014	108.230003	122.080002	32.25	19.82	306.070007	153.059998	204.039993	512.39325	1989.630005
12/16/2014	106.75	124.25	32.139999	18.85	295.059998	151.410004	197.809998	494.03363	1972.73999
12/17/2014	109.410004	125.059998	32.669998	18.01	298.880005	151.929993	205.820007	503.507629	2012.890015
12/18/2014	112.650002	125.669998	33.509998	19.4	297.730011	157.679993	218.259995	509.700623	2061.22998
12/19/2014	111.779999	126.230003	33.540001	20.33	299.899994	158.509995	219.289993	514.936218	2070.649902
12/22/2014	112.940002	128.220001	33.849998	20.280001	306.540009	161.440002	222.600006	523.432922	2078.540039
12/23/2014	112.540001	130.029999	34.029999	20.940001	306.290009	162.240005	220.970001	529.137268	2082.169922
12/24/2014	112.010002	131.240005	33.959999	20.77	303.029999	161.820007	222.259995	527.322266	2081.879883
12/26/2014	113.989998	131.630005	34.169998	21.110001	309.089996	162.339996	227.820007	532.56781	2088.77002
12/29/2014	113.910004	132.289993	34.110001	21.48	312.040009	160.509995	225.710007	528.877991	2090.570068
12/30/2014	112.519997	131.830002	34.080002	21.450001	310.299988	160.050003	222.229996	528.967712	2080.350098
12/31/2014	110.379997	129.979996	33.59	21.379999	310.350006	160.440002	222.410004	524.95874	2058.899902
1/2/2015	109.330002	129.949997	33.869999	21.02	308.519989	162.059998	219.309998	523.373108	2058.199951
1/5/2015	106.25	129.050003	33.549999	20.440001	302.190002	159.509995	210.089996	512.463013	2020.579956
1/6/2015	106.260002	127.529999	33.599998	19.66	295.290009	156.070007	211.279999	500.585632	2002.609985
1/7/2015	107.75	129.509995	33.169998	20.43	298.420013	155.050003	210.949997	499.727997	2025.900024
1/8/2015	111.889999	131.800003	33.5	20.719999	300.459991	158.419998	210.619995	501.30368	2062.139893
1/9/2015	112.010002	131.539993	33.400002	20.51	296.929993	159.110001	206.660004	494.811493	2044.810059
1/12/2015	109.25	130.869995	33.490002	20.219999	291.410004	156.440002	202.210007	491.201416	2028.26001
1/13/2015	110.220001	131.169998	33.490002	20.35	294.73999	156.809998	204.25	494.821472	2023.030029
1/14/2015	109.800003	130.380005	33.330002	20.23	293.269989	155.800003	192.690002	499.498627	2011.27002
1/15/2015	106.82	130.139999	33.259998	20.24	286.950012	154.570007	191.869995	500.416107	1992.670044
1/16/2015	105.989998	130.779999	33.799999	20.01	290.73999	157.139999	193.070007	506.688873	2019.420044
1/20/2015	108.720001	131.220001	33.950001	19.129999	289.440002	156.949997	191.929993	505.512115	2022.550049
1/21/2015	109.550003	132.410004	34	19.24	297.25	152.089996	196.570007	516.621643	2032.119995
1/22/2015	112.400002	135.639999	33.790001	19.889999	310.320007	155.389999	201.619995	532.926819	2063.149902
1/23/2015	112.980003	134.619995	33.369999	20	312.390015	155.869995	201.289993	538.471619	2051.820068
1/26/2015	113.099998	134.070007	33.18	20.889999	309.660004	156.360001	206.550003	533.744629	2057.090088
1/27/2015	109.139999	132.479996	32.810001	20.860001	306.75	153.669998	205.979996	517.210022	2029.550049
1/28/2015	115.309998	139.639999	32.68	20.32	303.910004	151.550003	199.369995	508.603638	2002.160034
1/29/2015	118.900002	147.779999	32.959999	20.18	311.779999	155.479996	205.199997	509.26181	2021.25
1/30/2015	117.160004	145.369995	32.919998	19.48	354.529999	153.309998	203.600006	533.056519	1994.98999
2/2/2015	118.629997	146.259995	33.560001	19.74	364.470001	154.660004	210.940002	527.03302	2020.849976
2/3/2015	118.650002	147.339996	34.34	20.459999	363.549988	158.470001	218.360001	527.790955	2050.030029
2/4/2015	119.559998	147.220001	34.41	19.870001	364.75	156.960007	218.550003	521.328674	2041.51001
2/5/2015	119.940002	148.600006	34.540001	20.33	373.890015	157.910004	220.990005	526.135498	2062.52002
2/6/2015	118.93	148	34.869999	19.959999	374.279999	156.720001	217.360001	529.546143	2055.469971
2/9/2015	119.720001	147.580002	34.639999	19.59	370.559998	155.75	217.479996	526.384827	2046.73999
2/10/2015	122.019997	148.039993	34.849998	20.74	373	158.559998	216.289993	535.469849	2068.590088
2/11/2015	124.879997	147.919998	34.389999	20.75	375.140015	158.199997	212.800003	534.502502	2068.530029
2/12/2015	126.459999	148.089996	34.610001	21.24	377.170013	158.520004	202.880005	541.443481	2088.47998
2/13/2015	127.080002	149.729996	34.66	21.459999	381.829987	160.399994	203.770004	547.506836	2096.98999
2/17/2015	127.830002	149.919998	34.709999	21.870001	375.429993	160.960007	204.350006	541.353699	2100.340088
2/18/2015	128.720001	151.169998	34.490002	22.299999	373.369995	162.190002	204.460007	538.22229	2099.679932
2/19/2015	128.449997	153.75	34.09	22.440001	379	163.889999	211.710007	541.383606	2097.449951
2/20/2015	129.5	158.309998	34.080002	22.629999	383.660004	163.649994	217.110001	537.474365	2110.300049
2/23/2015	133	154.740005	33.849998	22.549999	380.140015	162.910004	207.339996	530.453613	2109.659912
2/24/2015	132.169998	154.380005	34.049999	21.879999	378.589996	164.830002	204.110001	534.622192	2115.47998
2/25/2015	128.789993	153.009995	34.209999	21.969999	385.369995	162.809998	203.759995	542.38092	2113.860107
2/26/2015	130.419998	151.729996	34.5	21.950001	384.799988	160.869995	207.190002	553.959106	2110.73999
2/27/2015	128.460007	150.850006	34.560001	21.73	380.160004	161.940002	203.339996	556.871094	2104.5
3/2/2015	129.089996	153.800003	34.639999	21.870001	385.660004	160.479996	197.330002	569.775696	2117.389893
3/3/2015	129.360001	155.570007	34.41	22.02	384.609985	161.029999	199.559998	572.069397	2107.780029
3/4/2015	128.539993	154.350006	34	22.08	382.720001	159.419998	202.440002	571.80011	2098.530029
3/5/2015	126.410004	154.470001	34	21.93	387.829987	161.179993	200.630005	573.754761	2101.040039
3/6/2015	126.599998	153.119995	33.48	21.620001	380.089996	158.5	193.880005	566.130676	2071.26001
3/9/2015	127.139999	154.75	33.349998	20.91	378.559998	160.770004	190.880005	567.29248	2079.429932
3/10/2015	124.510002	152.419998	32.779999	20.030001	369.51001	157.809998	190.320007	553.490417	2044.160034
3/11/2015	122.239998	151.169998	32.619999	19.59	366.369995	156.800003	193.740005	549.670898	2040.23999
3/12/2015	124.449997	152.039993	33.130001	19.719999	374.23999	157.979996	191.070007	553.989014	2065.949951
3/13/2015	123.589996	151.570007	32.759998	19.41	370.579987	154.279999	188.679993	545.821472	2053.399902
3/16/2015	124.949997	153.669998	33.060001	19.66	373.350006	157.080002	195.699997	552.99176	2081.189941
3/17/2015	127.040001	154.509995	32.900002	21.74	371.920013	156.960007	194.729996	549.331787	2074.280029
3/18/2015	128.470001	155.729996	33.59	22.52	375.140015	159.809998	200.710007	557.968079	2099.5
3/19/2015	127.5	154.110001	33.200001	22.85	373.23999	159.809998	195.649994	556.462219	2089.27002
3/20/2015	125.900002	154.5	33.23	22.620001	378.48999	162.880005	198.080002	558.825745	2108.100098
3/23/2015	127.209999	152.809998	33.279999	22.41	375.109985	164.630005	199.630005	557.279968	2104.419922
3/24/2015	126.690002	151.649994	33.07	22.08	374.089996	163	201.720001	568.628845	2091.5
3/25/2015	123.379997	148.229996	32.619999	21.690001	370.959991	159.199997	194.300003	557.255066	2061.050049
3/26/2015	124.239998	148.169998	32.82	21.389999	367.350006	160.589996	190.410004	553.649963	2056.149902
3/27/2015	123.25	148.850006	32.75	21.299999	370.559998	160.399994	185	546.838684	2061.02002
3/30/2015	126.370003	152.699997	32.970001	21.27	374.589996	162.669998	190.570007	550.518555	2086.23999
3/31/2015	124.43	150.080002	32.650002	21.030001	372.100006	160.5	188.770004	546.499573	2067.889893
4/1/2015	124.25	148.639999	32.889999	20.879999	370.26001	159.179993	187.589996	541.074463	2059.689941
4/2/2015	125.32	149.279999	33.130001	21.34	372.25	160.449997	191	534.063721	2066.959961
4/6/2015	127.349998	150.929993	33.330002	21.34	377.040009	162.039993	203.100006	535.295349	2080.620117
